"naringsregion_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"15","fireaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"16","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"17","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"18","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"19","fireaar","1","arbutd","2013","prosent","56","intro_status_arbutd"
"20","fireaar","1","arbutd","2013","prosent","54","intro_status_arbutd"
"21","fireaar","1","arbutd","2013","prosent","56","intro_status_arbutd"
"22","fireaar","1","arbutd","2013","prosent","78","intro_status_arbutd"
"23","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"24","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"25","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"26","fireaar","1","arbutd","2013","prosent","50","intro_status_arbutd"
"27","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"28","fireaar","1","arbutd","2013","prosent","36","intro_status_arbutd"
"29","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"30","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"31","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"32","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"33","fireaar","1","arbutd","2013","prosent","50","intro_status_arbutd"
"34","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"35","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"36","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"37","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"38","fireaar","1","arbutd","2013","prosent","60","intro_status_arbutd"
"39","fireaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"40","fireaar","1","arbutd","2013","prosent","42","intro_status_arbutd"
"41","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"42","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"43","fireaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"44","fireaar","1","arbutd","2013","prosent","100","intro_status_arbutd"
"45","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"46","fireaar","1","arbutd","2013","prosent","50","intro_status_arbutd"
"47","fireaar","1","arbutd","2013","prosent","64","intro_status_arbutd"
"48","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"49","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"50","fireaar","1","arbutd","2013","prosent","100","intro_status_arbutd"
"51","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"52","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"53","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"54","fireaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"55","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"56","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"57","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"58","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"59","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"60","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"61","fireaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"62","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"63","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"64","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"65","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"66","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"67","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"68","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"69","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"70","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"71","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"72","fireaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"73","fireaar","1","arbutd","2013","prosent","58","intro_status_arbutd"
"74","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"75","fireaar","1","arbutd","2013","prosent","40","intro_status_arbutd"
"76","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"77","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"78","fireaar","1","arbutd","2013","prosent","55","intro_status_arbutd"
"79","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"80","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"81","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"82","fireaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"83","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"99","fireaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"01","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"02","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"03","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"04","fireaar","1","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"05","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"06","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"07","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"08","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"09","fireaar","1","ledig_tiltak","2013","prosent","3","intro_status_arbutd"
"10","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"11","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"12","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"13","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"14","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"15","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"16","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"17","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"18","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"19","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"20","fireaar","1","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"21","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"22","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"23","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"24","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"25","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"26","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"27","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"28","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"29","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"30","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"31","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"32","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"33","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"34","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"35","fireaar","1","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"36","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"37","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"38","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"39","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"40","fireaar","1","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"41","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"42","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"43","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"44","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"45","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"46","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"47","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"48","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"49","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"50","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"51","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"52","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"53","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"54","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"55","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"56","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"57","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"58","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"59","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"60","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"61","fireaar","1","ledig_tiltak","2013","prosent","8","intro_status_arbutd"
"62","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"63","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"64","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"65","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"66","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"67","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"68","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"69","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"70","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"71","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"72","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"73","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"74","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"75","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"76","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"77","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"78","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"79","fireaar","1","ledig_tiltak","2013","prosent","17","intro_status_arbutd"
"80","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"81","fireaar","1","ledig_tiltak","2013","prosent","20","intro_status_arbutd"
"82","fireaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"83","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"99","fireaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"01","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"02","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"03","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"04","fireaar","1","annet","2013","prosent","33","intro_status_arbutd"
"05","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"06","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"07","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"08","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"09","fireaar","1","annet","2013","prosent","20","intro_status_arbutd"
"10","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"11","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"12","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"13","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"14","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"15","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"16","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"17","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"18","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"19","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"20","fireaar","1","annet","2013","prosent","22","intro_status_arbutd"
"21","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"22","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"23","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"24","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"25","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"26","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"27","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"28","fireaar","1","annet","2013","prosent","29","intro_status_arbutd"
"29","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"30","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"31","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"32","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"33","fireaar","1","annet","2013","prosent","29","intro_status_arbutd"
"34","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"35","fireaar","1","annet","2013","prosent","28","intro_status_arbutd"
"36","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"37","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"38","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"39","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"40","fireaar","1","annet","2013","prosent","38","intro_status_arbutd"
"41","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"42","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"43","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"44","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"45","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"46","fireaar","1","annet","2013","prosent","25","intro_status_arbutd"
"47","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"48","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"49","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"50","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
"51","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"52","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"53","fireaar","1","annet","2013","prosent",":","intro_status_arbutd"
"54","fireaar","1","annet","2013","prosent","0","intro_status_arbutd"
