"tabell_navn","aar","naringsregion_nr","kjonn","vreg_3","invalder_3","enhet","tabellvariabel"
"grunnskolepoeng_innvandrere","2014","01","alle","1","0_6","grunnskolepoeng","33,6"
"grunnskolepoeng_innvandrere","2014","01","alle","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","01","alle","1","7+","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2014","01","alle","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2014","01","alle","1","alle","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","01","alle","1","alle","personer","9"
"grunnskolepoeng_innvandrere","2014","01","alle","2","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","01","alle","2","0_6","personer","8"
"grunnskolepoeng_innvandrere","2014","01","alle","2","7+","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2014","01","alle","2","7+","personer","8"
"grunnskolepoeng_innvandrere","2014","01","alle","2","alle","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","01","alle","2","alle","personer","16"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","0_6","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","0_6","personer","11"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","7+","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","7+","personer","14"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","alle","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","01","alle","alle","alle","personer","25"
"grunnskolepoeng_innvandrere","2014","01","1","1","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","01","1","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","01","1","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","01","1","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","01","1","1","alle","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2014","01","1","1","alle","personer","3"
"grunnskolepoeng_innvandrere","2014","01","1","2","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2014","01","1","2","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","01","1","2","7+","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","01","1","2","7+","personer","4"
"grunnskolepoeng_innvandrere","2014","01","1","2","alle","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","01","1","2","alle","personer","8"
"grunnskolepoeng_innvandrere","2014","01","1","alle","0_6","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","01","1","alle","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","01","1","alle","7+","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2014","01","1","alle","7+","personer","5"
"grunnskolepoeng_innvandrere","2014","01","1","alle","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2014","01","1","alle","alle","personer","11"
"grunnskolepoeng_innvandrere","2014","01","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","01","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","01","0","1","7+","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","01","0","1","7+","personer","5"
"grunnskolepoeng_innvandrere","2014","01","0","1","alle","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","01","0","1","alle","personer","6"
"grunnskolepoeng_innvandrere","2014","01","0","2","0_6","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2014","01","0","2","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","01","0","2","7+","grunnskolepoeng","29,4"
"grunnskolepoeng_innvandrere","2014","01","0","2","7+","personer","4"
"grunnskolepoeng_innvandrere","2014","01","0","2","alle","grunnskolepoeng","33,2"
"grunnskolepoeng_innvandrere","2014","01","0","2","alle","personer","8"
"grunnskolepoeng_innvandrere","2014","01","0","alle","0_6","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","01","0","alle","0_6","personer","5"
"grunnskolepoeng_innvandrere","2014","01","0","alle","7+","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","01","0","alle","7+","personer","9"
"grunnskolepoeng_innvandrere","2014","01","0","alle","alle","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2014","01","0","alle","alle","personer","14"
"grunnskolepoeng_innvandrere","2014","02","alle","1","0_6","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2014","02","alle","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","02","alle","1","7+","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","02","alle","1","7+","personer","23"
"grunnskolepoeng_innvandrere","2014","02","alle","1","alle","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","02","alle","1","alle","personer","27"
"grunnskolepoeng_innvandrere","2014","02","alle","2","0_6","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","02","alle","2","0_6","personer","23"
"grunnskolepoeng_innvandrere","2014","02","alle","2","7+","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2014","02","alle","2","7+","personer","14"
"grunnskolepoeng_innvandrere","2014","02","alle","2","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","02","alle","2","alle","personer","37"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","0_6","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","0_6","personer","25"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","7+","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","7+","personer","38"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","alle","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","02","alle","alle","alle","personer","64"
"grunnskolepoeng_innvandrere","2014","02","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","02","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","02","1","1","7+","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","02","1","1","7+","personer","17"
"grunnskolepoeng_innvandrere","2014","02","1","1","alle","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","02","1","1","alle","personer","17"
"grunnskolepoeng_innvandrere","2014","02","1","2","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2014","02","1","2","0_6","personer","12"
"grunnskolepoeng_innvandrere","2014","02","1","2","7+","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2014","02","1","2","7+","personer","7"
"grunnskolepoeng_innvandrere","2014","02","1","2","alle","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","02","1","2","alle","personer","20"
"grunnskolepoeng_innvandrere","2014","02","1","alle","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","02","1","alle","0_6","personer","16"
"grunnskolepoeng_innvandrere","2014","02","1","alle","7+","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2014","02","1","alle","7+","personer","22"
"grunnskolepoeng_innvandrere","2014","02","1","alle","alle","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","02","1","alle","alle","personer","36"
"grunnskolepoeng_innvandrere","2014","02","0","1","0_6","grunnskolepoeng","40,6"
"grunnskolepoeng_innvandrere","2014","02","0","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","02","0","1","7+","grunnskolepoeng","37,4"
"grunnskolepoeng_innvandrere","2014","02","0","1","7+","personer","9"
"grunnskolepoeng_innvandrere","2014","02","0","1","alle","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","02","0","1","alle","personer","9"
"grunnskolepoeng_innvandrere","2014","02","0","2","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","02","0","2","0_6","personer","11"
"grunnskolepoeng_innvandrere","2014","02","0","2","7+","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","02","0","2","7+","personer","6"
"grunnskolepoeng_innvandrere","2014","02","0","2","alle","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","02","0","2","alle","personer","18"
"grunnskolepoeng_innvandrere","2014","02","0","alle","0_6","grunnskolepoeng","38,4"
"grunnskolepoeng_innvandrere","2014","02","0","alle","0_6","personer","12"
"grunnskolepoeng_innvandrere","2014","02","0","alle","7+","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2014","02","0","alle","7+","personer","16"
"grunnskolepoeng_innvandrere","2014","02","0","alle","alle","grunnskolepoeng","37,6"
"grunnskolepoeng_innvandrere","2014","02","0","alle","alle","personer","28"
"grunnskolepoeng_innvandrere","2014","03","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","03","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","03","alle","1","7+","grunnskolepoeng","31,6"
"grunnskolepoeng_innvandrere","2014","03","alle","1","7+","personer","12"
"grunnskolepoeng_innvandrere","2014","03","alle","1","alle","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","03","alle","1","alle","personer","13"
"grunnskolepoeng_innvandrere","2014","03","alle","2","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","03","alle","2","0_6","personer","14"
"grunnskolepoeng_innvandrere","2014","03","alle","2","7+","grunnskolepoeng","28,4"
"grunnskolepoeng_innvandrere","2014","03","alle","2","7+","personer","17"
"grunnskolepoeng_innvandrere","2014","03","alle","2","alle","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","03","alle","2","alle","personer","31"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","0_6","personer","14"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","7+","grunnskolepoeng","29,8"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","7+","personer","29"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","alle","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","03","alle","alle","alle","personer","44"
"grunnskolepoeng_innvandrere","2014","03","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","03","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","03","1","1","7+","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2014","03","1","1","7+","personer","5"
"grunnskolepoeng_innvandrere","2014","03","1","1","alle","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2014","03","1","1","alle","personer","5"
"grunnskolepoeng_innvandrere","2014","03","1","2","0_6","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","03","1","2","0_6","personer","7"
"grunnskolepoeng_innvandrere","2014","03","1","2","7+","grunnskolepoeng","27,2"
"grunnskolepoeng_innvandrere","2014","03","1","2","7+","personer","10"
"grunnskolepoeng_innvandrere","2014","03","1","2","alle","grunnskolepoeng","30,4"
"grunnskolepoeng_innvandrere","2014","03","1","2","alle","personer","14"
"grunnskolepoeng_innvandrere","2014","03","1","alle","0_6","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","03","1","alle","0_6","personer","7"
"grunnskolepoeng_innvandrere","2014","03","1","alle","7+","grunnskolepoeng","29,8"
"grunnskolepoeng_innvandrere","2014","03","1","alle","7+","personer","16"
"grunnskolepoeng_innvandrere","2014","03","1","alle","alle","grunnskolepoeng","31,2"
"grunnskolepoeng_innvandrere","2014","03","1","alle","alle","personer","23"
"grunnskolepoeng_innvandrere","2014","03","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","03","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","03","0","1","7+","grunnskolepoeng","29,6"
"grunnskolepoeng_innvandrere","2014","03","0","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2014","03","0","1","alle","grunnskolepoeng","32"
"grunnskolepoeng_innvandrere","2014","03","0","1","alle","personer","7"
"grunnskolepoeng_innvandrere","2014","03","0","2","0_6","grunnskolepoeng","40,2"
"grunnskolepoeng_innvandrere","2014","03","0","2","0_6","personer","7"
"grunnskolepoeng_innvandrere","2014","03","0","2","7+","grunnskolepoeng","30"
"grunnskolepoeng_innvandrere","2014","03","0","2","7+","personer","9"
"grunnskolepoeng_innvandrere","2014","03","0","2","alle","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","03","0","2","alle","personer","16"
"grunnskolepoeng_innvandrere","2014","03","0","alle","0_6","grunnskolepoeng","40,8"
"grunnskolepoeng_innvandrere","2014","03","0","alle","0_6","personer","7"
"grunnskolepoeng_innvandrere","2014","03","0","alle","7+","grunnskolepoeng","29,8"
"grunnskolepoeng_innvandrere","2014","03","0","alle","7+","personer","13"
"grunnskolepoeng_innvandrere","2014","03","0","alle","alle","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","03","0","alle","alle","personer","21"
"grunnskolepoeng_innvandrere","2014","04","alle","1","0_6","grunnskolepoeng","43,6"
"grunnskolepoeng_innvandrere","2014","04","alle","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","04","alle","1","7+","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","04","alle","1","7+","personer","35"
"grunnskolepoeng_innvandrere","2014","04","alle","1","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","04","alle","1","alle","personer","42"
"grunnskolepoeng_innvandrere","2014","04","alle","2","0_6","grunnskolepoeng","37,6"
"grunnskolepoeng_innvandrere","2014","04","alle","2","0_6","personer","64"
"grunnskolepoeng_innvandrere","2014","04","alle","2","7+","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","04","alle","2","7+","personer","69"
"grunnskolepoeng_innvandrere","2014","04","alle","2","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2014","04","alle","2","alle","personer","133"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","0_6","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","0_6","personer","71"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","7+","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","7+","personer","104"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","alle","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2014","04","alle","alle","alle","personer","175"
"grunnskolepoeng_innvandrere","2014","04","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","04","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","04","1","1","7+","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","04","1","1","7+","personer","13"
"grunnskolepoeng_innvandrere","2014","04","1","1","alle","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","04","1","1","alle","personer","13"
"grunnskolepoeng_innvandrere","2014","04","1","2","0_6","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","04","1","2","0_6","personer","33"
"grunnskolepoeng_innvandrere","2014","04","1","2","7+","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","04","1","2","7+","personer","44"
"grunnskolepoeng_innvandrere","2014","04","1","2","alle","grunnskolepoeng","33,6"
"grunnskolepoeng_innvandrere","2014","04","1","2","alle","personer","77"
"grunnskolepoeng_innvandrere","2014","04","1","alle","0_6","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","04","1","alle","0_6","personer","33"
"grunnskolepoeng_innvandrere","2014","04","1","alle","7+","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2014","04","1","alle","7+","personer","57"
"grunnskolepoeng_innvandrere","2014","04","1","alle","alle","grunnskolepoeng","33,4"
"grunnskolepoeng_innvandrere","2014","04","1","alle","alle","personer","90"
"grunnskolepoeng_innvandrere","2014","04","0","1","0_6","grunnskolepoeng","43,6"
"grunnskolepoeng_innvandrere","2014","04","0","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","04","0","1","7+","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","04","0","1","7+","personer","19"
"grunnskolepoeng_innvandrere","2014","04","0","1","alle","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2014","04","0","1","alle","personer","26"
"grunnskolepoeng_innvandrere","2014","04","0","2","0_6","grunnskolepoeng","40,2"
"grunnskolepoeng_innvandrere","2014","04","0","2","0_6","personer","31"
"grunnskolepoeng_innvandrere","2014","04","0","2","7+","grunnskolepoeng","36"
"grunnskolepoeng_innvandrere","2014","04","0","2","7+","personer","28"
"grunnskolepoeng_innvandrere","2014","04","0","2","alle","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","04","0","2","alle","personer","59"
"grunnskolepoeng_innvandrere","2014","04","0","alle","0_6","grunnskolepoeng","40,8"
"grunnskolepoeng_innvandrere","2014","04","0","alle","0_6","personer","38"
"grunnskolepoeng_innvandrere","2014","04","0","alle","7+","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","04","0","alle","7+","personer","47"
"grunnskolepoeng_innvandrere","2014","04","0","alle","alle","grunnskolepoeng","38,4"
"grunnskolepoeng_innvandrere","2014","04","0","alle","alle","personer","85"
"grunnskolepoeng_innvandrere","2014","05","alle","1","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","05","alle","1","0_6","personer","10"
"grunnskolepoeng_innvandrere","2014","05","alle","1","7+","grunnskolepoeng","39,4"
"grunnskolepoeng_innvandrere","2014","05","alle","1","7+","personer","29"
"grunnskolepoeng_innvandrere","2014","05","alle","1","alle","grunnskolepoeng","39"
"grunnskolepoeng_innvandrere","2014","05","alle","1","alle","personer","38"
"grunnskolepoeng_innvandrere","2014","05","alle","2","0_6","grunnskolepoeng","38,8"
"grunnskolepoeng_innvandrere","2014","05","alle","2","0_6","personer","39"
"grunnskolepoeng_innvandrere","2014","05","alle","2","7+","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2014","05","alle","2","7+","personer","43"
"grunnskolepoeng_innvandrere","2014","05","alle","2","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","05","alle","2","alle","personer","82"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","0_6","personer","48"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","7+","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","7+","personer","72"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","alle","grunnskolepoeng","37,4"
"grunnskolepoeng_innvandrere","2014","05","alle","alle","alle","personer","120"
"grunnskolepoeng_innvandrere","2014","05","1","1","0_6","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","05","1","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","05","1","1","7+","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2014","05","1","1","7+","personer","12"
"grunnskolepoeng_innvandrere","2014","05","1","1","alle","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","05","1","1","alle","personer","16"
"grunnskolepoeng_innvandrere","2014","05","1","2","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","05","1","2","0_6","personer","16"
"grunnskolepoeng_innvandrere","2014","05","1","2","7+","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","05","1","2","7+","personer","22"
"grunnskolepoeng_innvandrere","2014","05","1","2","alle","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","05","1","2","alle","personer","38"
"grunnskolepoeng_innvandrere","2014","05","1","alle","0_6","grunnskolepoeng","37,4"
"grunnskolepoeng_innvandrere","2014","05","1","alle","0_6","personer","20"
"grunnskolepoeng_innvandrere","2014","05","1","alle","7+","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","05","1","alle","7+","personer","34"
"grunnskolepoeng_innvandrere","2014","05","1","alle","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","05","1","alle","alle","personer","54"
"grunnskolepoeng_innvandrere","2014","05","0","1","0_6","grunnskolepoeng","37,6"
"grunnskolepoeng_innvandrere","2014","05","0","1","0_6","personer","7"
"grunnskolepoeng_innvandrere","2014","05","0","1","7+","grunnskolepoeng","42"
"grunnskolepoeng_innvandrere","2014","05","0","1","7+","personer","17"
"grunnskolepoeng_innvandrere","2014","05","0","1","alle","grunnskolepoeng","41"
"grunnskolepoeng_innvandrere","2014","05","0","1","alle","personer","22"
"grunnskolepoeng_innvandrere","2014","05","0","2","0_6","grunnskolepoeng","39,8"
"grunnskolepoeng_innvandrere","2014","05","0","2","0_6","personer","23"
"grunnskolepoeng_innvandrere","2014","05","0","2","7+","grunnskolepoeng","32,8"
"grunnskolepoeng_innvandrere","2014","05","0","2","7+","personer","21"
"grunnskolepoeng_innvandrere","2014","05","0","2","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","05","0","2","alle","personer","44"
"grunnskolepoeng_innvandrere","2014","05","0","alle","0_6","grunnskolepoeng","39,4"
"grunnskolepoeng_innvandrere","2014","05","0","alle","0_6","personer","28"
"grunnskolepoeng_innvandrere","2014","05","0","alle","7+","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2014","05","0","alle","7+","personer","38"
"grunnskolepoeng_innvandrere","2014","05","0","alle","alle","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","05","0","alle","alle","personer","66"
"grunnskolepoeng_innvandrere","2014","06","alle","1","0_6","grunnskolepoeng","40,4"
"grunnskolepoeng_innvandrere","2014","06","alle","1","0_6","personer","9"
"grunnskolepoeng_innvandrere","2014","06","alle","1","7+","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","06","alle","1","7+","personer","21"
"grunnskolepoeng_innvandrere","2014","06","alle","1","alle","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","06","alle","1","alle","personer","29"
"grunnskolepoeng_innvandrere","2014","06","alle","2","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2014","06","alle","2","0_6","personer","32"
"grunnskolepoeng_innvandrere","2014","06","alle","2","7+","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","06","alle","2","7+","personer","40"
"grunnskolepoeng_innvandrere","2014","06","alle","2","alle","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","06","alle","2","alle","personer","71"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","0_6","personer","38"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","7+","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","7+","personer","62"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","alle","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","06","alle","alle","alle","personer","99"
"grunnskolepoeng_innvandrere","2014","06","1","1","0_6","grunnskolepoeng","43"
"grunnskolepoeng_innvandrere","2014","06","1","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","06","1","1","7+","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2014","06","1","1","7+","personer","12"
"grunnskolepoeng_innvandrere","2014","06","1","1","alle","grunnskolepoeng","36"
"grunnskolepoeng_innvandrere","2014","06","1","1","alle","personer","15"
"grunnskolepoeng_innvandrere","2014","06","1","2","0_6","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2014","06","1","2","0_6","personer","18"
"grunnskolepoeng_innvandrere","2014","06","1","2","7+","grunnskolepoeng","33,4"
"grunnskolepoeng_innvandrere","2014","06","1","2","7+","personer","20"
"grunnskolepoeng_innvandrere","2014","06","1","2","alle","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","06","1","2","alle","personer","38"
"grunnskolepoeng_innvandrere","2014","06","1","alle","0_6","grunnskolepoeng","36"
"grunnskolepoeng_innvandrere","2014","06","1","alle","0_6","personer","20"
"grunnskolepoeng_innvandrere","2014","06","1","alle","7+","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","06","1","alle","7+","personer","31"
"grunnskolepoeng_innvandrere","2014","06","1","alle","alle","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2014","06","1","alle","alle","personer","53"
"grunnskolepoeng_innvandrere","2014","06","0","1","0_6","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","06","0","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","06","0","1","7+","grunnskolepoeng","43"
"grunnskolepoeng_innvandrere","2014","06","0","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2014","06","0","1","alle","grunnskolepoeng","41,6"
"grunnskolepoeng_innvandrere","2014","06","0","1","alle","personer","15"
"grunnskolepoeng_innvandrere","2014","06","0","2","0_6","grunnskolepoeng","40,6"
"grunnskolepoeng_innvandrere","2014","06","0","2","0_6","personer","10"
"grunnskolepoeng_innvandrere","2014","06","0","2","7+","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","06","0","2","7+","personer","23"
"grunnskolepoeng_innvandrere","2014","06","0","2","alle","grunnskolepoeng","38,2"
"grunnskolepoeng_innvandrere","2014","06","0","2","alle","personer","34"
"grunnskolepoeng_innvandrere","2014","06","0","alle","0_6","grunnskolepoeng","40"
"grunnskolepoeng_innvandrere","2014","06","0","alle","0_6","personer","15"
"grunnskolepoeng_innvandrere","2014","06","0","alle","7+","grunnskolepoeng","38,4"
"grunnskolepoeng_innvandrere","2014","06","0","alle","7+","personer","32"
"grunnskolepoeng_innvandrere","2014","06","0","alle","alle","grunnskolepoeng","39"
"grunnskolepoeng_innvandrere","2014","06","0","alle","alle","personer","47"
"grunnskolepoeng_innvandrere","2014","07","alle","1","0_6","grunnskolepoeng","44"
"grunnskolepoeng_innvandrere","2014","07","alle","1","0_6","personer","6"
"grunnskolepoeng_innvandrere","2014","07","alle","1","7+","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2014","07","alle","1","7+","personer","41"
"grunnskolepoeng_innvandrere","2014","07","alle","1","alle","grunnskolepoeng","38"
"grunnskolepoeng_innvandrere","2014","07","alle","1","alle","personer","47"
"grunnskolepoeng_innvandrere","2014","07","alle","2","0_6","grunnskolepoeng","39,6"
"grunnskolepoeng_innvandrere","2014","07","alle","2","0_6","personer","56"
"grunnskolepoeng_innvandrere","2014","07","alle","2","7+","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","07","alle","2","7+","personer","67"
"grunnskolepoeng_innvandrere","2014","07","alle","2","alle","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","07","alle","2","alle","personer","123"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","0_6","grunnskolepoeng","40"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","0_6","personer","61"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","7+","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","7+","personer","108"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","alle","grunnskolepoeng","37,8"
"grunnskolepoeng_innvandrere","2014","07","alle","alle","alle","personer","170"
"grunnskolepoeng_innvandrere","2014","07","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","07","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","07","1","1","7+","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2014","07","1","1","7+","personer","19"
